time_ms,accuracy,compute_similarities_with_state_decision_0,compute_similarities_with_state_decision_1,compute_similarities_with_state_threshold_0,parse_embedding_decision_0,parse_embedding_decision_1,parse_embedding_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,qos_loss,exact_accuracy
5157.415960,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5157.532884,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5536.751491,0.488869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
5094.400282,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5124.938309,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5062.969499,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
2362.441780,0.071806,2,2,0,2,2,0,1,1,0,0.388194,0.460000
4581.528072,0.074583,1,1,0,0,0,0,1,1,0,0.385417,0.460000
5097.780672,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5060.862144,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5117.609140,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5484.357975,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5096.692017,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
7344.241025,0.400063,1,1,0,0,0,0,0,0,0,0.059937,0.460000
3349.810796,0.080139,2,2,0,1,1,0,1,1,0,0.379861,0.460000
2604.356390,0.080139,2,2,0,1,1,0,1,1,0,0.379861,0.460000
2633.675138,0.080139,2,2,0,1,1,0,1,1,0,0.379861,0.460000
2762.768338,0.066250,1,1,0,2,2,0,1,1,0,0.393750,0.460000
6468.444616,0.463869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
6513.723328,0.463869,2,2,0,0,0,0,0,0,0,0.000000,0.460000
7964.031642,0.469091,0,0,0,0,0,0,0,0,0,0.000000,0.460000
4416.212192,0.074583,1,1,0,0,0,0,1,1,0,0.385417,0.460000
4507.600215,0.074583,1,1,0,0,0,0,1,1,0,0.385417,0.460000
7374.570365,0.400063,1,1,0,0,0,0,0,0,0,0.059937,0.460000
2638.219241,0.080139,2,2,0,1,1,0,1,1,0,0.379861,0.460000
2946.153120,0.076806,0,0,0,2,2,0,1,1,0,0.383194,0.460000
4462.028313,0.074583,1,1,0,0,0,0,1,1,0,0.385417,0.460000
5816.233123,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
2946.938913,0.076806,0,0,0,2,2,0,1,1,0,0.383194,0.460000
5813.013748,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5801.560527,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5788.864086,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5803.455279,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
2945.685756,0.076806,0,0,0,2,2,0,1,1,0,0.383194,0.460000
5785.665501,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
6413.523529,0.469091,0,0,0,1,1,0,0,0,0,0.000000,0.460000
5793.572989,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5810.291757,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5790.651276,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5799.293098,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5814.616954,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5789.787650,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
2940.352325,0.076806,0,0,0,2,2,0,1,1,0,0.383194,0.460000
7909.386143,0.469091,0,0,0,0,0,0,0,0,0,0.000000,0.460000
5021.326625,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5438.723128,0.463869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
4977.241242,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5452.104363,0.463869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
5012.696672,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
